CHROMATOGRAM	
0.726666667	378430
0.728333333	378390
0.73	378800
0.731666667	378860
0.733333333	378900
0.735	378740
0.736666667	378530
0.738333333	378950
0.74	379210
0.741666667	379420
0.743333333	380030
0.745	380400
0.746666667	380170
0.748333333	380430
0.75	380310
0.751666667	379990
0.753333333	380150
0.755	380660
0.756666667	380920
0.758333333	380830
0.76	381290
0.761666667	381270
0.763333333	380830
0.765	381040
0.766666667	380980
0.768333333	381370
0.77	381470
0.771666667	381880
0.773333333	381870
0.775	381920
0.776666667	382190
0.778333333	382740
0.78	382740
0.781666667	382730
0.783333333	382350
0.785	382420
0.786666667	382200
0.788333333	381870
0.79	381440
0.791666667	381960
0.793333333	382010
0.795	381940
0.796666667	381840
0.798333333	381990
0.8	381430
0.801666667	381720
0.803333333	381790
0.805	382340
0.806666667	382890
0.808333333	383170
0.81	383250
0.811666667	383480
0.813333333	383130
0.815	383750
0.816666667	383360
0.818333333	383660
0.82	383290
0.821666667	383710
0.823333333	382890
0.825	382870
0.826666667	382750
0.828333333	382350
0.83	382660
0.831666667	382730
0.833333333	383120
0.835	383510
0.836666667	383890
0.838333333	384230
0.84	384740
0.841666667	384860
0.843333333	384340
0.845	384500
0.846666667	384370
0.848333333	384240
0.85	383890
0.851666667	383830
0.853333333	383600
0.855	383830
0.856666667	383630
0.858333333	383740
0.86	383070
0.861666667	382540
0.863333333	382400
0.865	382520
0.866666667	382350
0.868333333	382090
0.87	382060
0.871666667	381860
0.873333333	381760
0.875	382120
0.876666667	382810
0.878333333	382780
0.88	382780
0.881666667	382530
0.883333333	383020
0.885	383160
0.886666667	382860
0.888333333	383240
0.89	383710
0.891666667	383880
0.893333333	384200
0.895	384440
0.896666667	385080
0.898333333	385300
0.9	385450
0.901666667	385340
0.903333333	385600
0.905	385940
0.906666667	386360
0.908333333	386490
0.91	386550
0.911666667	386510
0.913333333	386340
0.915	385840
0.916666667	386000
0.918333333	386050
0.92	386420
0.921666667	386380
0.923333333	386320
0.925	385890
0.926666667	385860
0.928333333	385990
0.93	386090
0.931666667	386060
0.933333333	386040
0.935	385900
0.936666667	386050
0.938333333	386060
0.94	385920
0.941666667	385650
0.943333333	385400
0.945	384810
0.946666667	384230
0.948333333	383960
0.95	384220
0.951666667	384200
0.953333333	384180
0.955	384500
0.956666667	384640
0.958333333	384360
0.96	384810
0.961666667	385360
0.963333333	385860
0.965	385840
0.966666667	386140
0.968333333	385810
0.97	385680
0.971666667	385550
0.973333333	385910
0.975	385950
0.976666667	385700
0.978333333	385780
0.98	386240
0.981666667	386390
0.983333333	386340
0.985	386210
0.986666667	385710
0.988333333	385470
0.99	385290
0.991666667	385610
0.993333333	385270
0.995	386110
0.996666667	386300
0.998333333	386250
1	386340
1.001666667	385830
1.003333333	385940
1.005	386300
1.006666667	386700
1.008333333	387250
1.01	387560
1.011666667	387310
1.013333333	387580
1.015	387520
1.016666667	387670
1.018333333	387420
1.02	386970
1.021666667	386920
1.023333333	386950
1.025	387090
1.026666667	387100
1.028333333	387330
1.03	387680
1.031666667	387710
1.033333333	388150
1.035	387710
1.036666667	387550
1.038333333	387600
1.04	387190
1.041666667	386800
1.043333333	386440
1.045	386390
1.046666667	386310
1.048333333	386310
1.05	385870
1.051666667	386460
1.053333333	386620
1.055	386200
1.056666667	386580
1.058333333	386190
1.06	385410
1.061666667	385020
1.063333333	384980
1.065	384720
1.066666667	384540
1.068333333	384250
1.07	384450
1.071666667	384330
1.073333333	384280
1.075	384090
1.076666667	384240
1.078333333	384230
1.08	384350
1.081666667	383780
1.083333333	383550
1.085	383530
1.086666667	383470
1.088333333	383120
1.09	382390
1.091666667	382180
1.093333333	381810
1.095	381520
1.096666667	381490
1.098333333	381740
1.1	381220
1.101666667	381470
1.103333333	381310
1.105	381190
1.106666667	381090
1.108333333	381370
1.11	380420
1.111666667	380740
1.113333333	381080
1.115	381320
1.116666667	380970
1.118333333	381370
1.12	381680
1.121666667	381380
1.123333333	381270
1.125	380960
1.126666667	381320
1.128333333	380900
1.13	381020
1.131666667	381050
1.133333333	381810
1.135	382070
1.136666667	382100
1.138333333	382390
1.14	382840
1.141666667	383600
1.143333333	383830
1.145	384110
1.146666667	384300
1.148333333	384490
1.15	384780
1.151666667	385160
1.153333333	384960
1.155	384880
1.156666667	384840
1.158333333	384860
1.16	384860
1.161666667	384570
1.163333333	384490
1.165	384740
1.166666667	384530
1.168333333	384450
1.17	384650
1.171666667	384590
1.173333333	385090
1.175	385620
1.176666667	386090
1.178333333	386740
1.18	386720
1.181666667	386720
1.183333333	386670
1.185	386670
1.186666667	386790
1.188333333	386490
1.19	385320
1.191666667	385310
1.193333333	385070
1.195	384960
1.196666667	384920
1.198333333	385030
1.2	385400
1.201666667	387190
1.203333333	396330
1.205	437780
1.206666667	589670
1.208333333	1048340
1.21	2176460
1.211666667	4506620
1.213333333	8504640
1.215	14680000
1.216666667	23740160
1.218333333	37156480
1.22	55721600
1.221666667	74740480
1.223333333	92455360
1.225	109361280
1.226666667	125588160
1.228333333	136545600
1.23	138147520
1.231666667	138146880
1.233333333	138144960
1.235	138143360
1.236666667	138145920
1.238333333	138142080
1.24	138146240
1.241666667	138145920
1.243333333	138144000
1.245	138142080
1.246666667	138144320
1.248333333	138146560
1.25	138145920
1.251666667	138140480
1.253333333	138143360
1.255	138143680
1.256666667	138144640
1.258333333	138144000
1.26	138143680
1.261666667	138143040
1.263333333	138144960
1.265	138143360
1.266666667	138144640
1.268333333	138141440
1.27	138142080
1.271666667	138146240
1.273333333	138142720
1.275	138144000
1.276666667	138141760
1.278333333	138140480
1.28	138144960
1.281666667	138146560
1.283333333	138142080
1.285	138142720
1.286666667	138140480
1.288333333	138143680
1.29	138144960
1.291666667	138141440
1.293333333	138141760
1.295	138140800
1.296666667	138142720
1.298333333	138144960
1.3	138143680
1.301666667	138139840
1.303333333	138142400
1.305	138139840
1.306666667	138144320
1.308333333	138143360
1.31	138141120
1.311666667	138140480
1.313333333	138143680
1.315	138142080
1.316666667	138143680
1.318333333	138138240
1.32	138142080
1.321666667	138142080
1.323333333	138142400
1.325	138141440
1.326666667	138140160
1.328333333	138142080
1.33	138141760
1.331666667	138142720
1.333333333	138142400
1.335	138139200
1.336666667	138141440
1.338333333	138141760
1.34	138142720
1.341666667	138141120
1.343333333	138142720
1.345	138136320
1.346666667	138143680
1.348333333	138144640
1.35	138142400
1.351666667	138140160
1.353333333	138141440
1.355	138140160
1.356666667	138144000
1.358333333	138140480
1.36	138142080
1.361666667	138139520
1.363333333	138143680
1.365	138143360
1.366666667	138142400
1.368333333	138140160
1.37	138141440
1.371666667	138142080
1.373333333	138141760
1.375	138141120
1.376666667	138141760
1.378333333	138138880
1.38	138143360
1.381666667	138064960
1.383333333	136392320
1.385	133881280
1.386666667	131545600
1.388333333	129370560
1.39	127334720
1.391666667	125419200
1.393333333	123591680
1.395	121875200
1.396666667	120274560
1.398333333	118687360
1.4	117078080
1.401666667	115454080
1.403333333	113821120
1.405	112211200
1.406666667	110698240
1.408333333	109279040
1.41	107964800
1.411666667	106728640
1.413333333	105544000
1.415	104362240
1.416666667	103196800
1.418333333	101996800
1.42	100778560
1.421666667	99552640
1.423333333	98310080
1.425	97097280
1.426666667	95894400
1.428333333	94723200
1.43	93575040
1.431666667	92458560
1.433333333	91338880
1.435	90203840
1.436666667	89022400
1.438333333	87767040
1.44	86472960
1.441666667	85152320
1.443333333	83829120
1.445	82524800
1.446666667	81201920
1.448333333	79815040
1.45	78314240
1.451666667	76726080
1.453333333	75107200
1.455	73476480
1.456666667	71794560
1.458333333	70015040
1.46	68214720
1.461666667	66431040
1.463333333	64669440
1.465	62913920
1.466666667	61182080
1.468333333	59484160
1.47	57841600
1.471666667	56240320
1.473333333	54604160
1.475	52923200
1.476666667	51295040
1.478333333	49732800
1.48	48260800
1.481666667	46817280
1.483333333	45404160
1.485	44044800
1.486666667	42725120
1.488333333	41453760
1.49	40229120
1.491666667	39059200
1.493333333	37920320
1.495	36821440
1.496666667	35740480
1.498333333	34692480
1.5	33682880
1.501666667	32715840
1.503333333	31788800
1.505	30882240
1.506666667	30008320
1.508333333	29159040
1.51	28350720
1.511666667	27583680
1.513333333	26852800
1.515	26148160
1.516666667	25467840
1.518333333	24804800
1.52	24160000
1.521666667	23531520
1.523333333	22924160
1.525	22344640
1.526666667	21786560
1.528333333	21246080
1.53	20728640
1.531666667	20235840
1.533333333	19760960
1.535	19297920
1.536666667	18854720
1.538333333	18431680
1.54	18022720
1.541666667	17631680
1.543333333	17258240
1.545	16891840
1.546666667	16535040
1.548333333	16190720
1.55	15863360
1.551666667	15551040
1.553333333	15248640
1.555	14966720
1.556666667	14692160
1.558333333	14426240
1.56	14172480
1.561666667	13926720
1.563333333	13691200
1.565	13463680
1.566666667	13249280
1.568333333	13042240
1.57	12837760
1.571666667	12640000
1.573333333	12444480
1.575	12256960
1.576666667	12079040
1.578333333	11911040
1.58	11749760
1.581666667	11591040
1.583333333	11436800
1.585	11283520
1.586666667	11134720
1.588333333	10987840
1.59	10848320
1.591666667	10713920
1.593333333	10584000
1.595	10461760
1.596666667	10345280
1.598333333	10232640
1.6	10121280
1.601666667	10016960
1.603333333	9912320
1.605	9810560
1.606666667	9712000
1.608333333	9616640
1.61	9521920
1.611666667	9431040
1.613333333	9346240
1.615	9266240
1.616666667	9183680
1.618333333	9100160
1.62	9020800
1.621666667	8945600
1.623333333	8869760
1.625	8794880
1.626666667	8718400
1.628333333	8645120
1.63	8572800
1.631666667	8505920
1.633333333	8440320
1.635	8374080
1.636666667	8307520
1.638333333	8242560
1.64	8178240
1.641666667	8115520
1.643333333	8052160
1.645	7991040
1.646666667	7933440
1.648333333	7877120
1.65	7821120
1.651666667	7767680
1.653333333	7715520
1.655	7662400
1.656666667	7609600
1.658333333	7557440
1.66	7506240
1.661666667	7455360
1.663333333	7405760
1.665	7354880
1.666666667	7306560
1.668333333	7257280
1.67	7208640
1.671666667	7163200
1.673333333	7115200
1.675	7068160
1.676666667	7021760
1.678333333	6975360
1.68	6930880
1.681666667	6888320
1.683333333	6843840
1.685	6797760
1.686666667	6751680
1.688333333	6704640
1.69	6659200
1.691666667	6614080
1.693333333	6572160
1.695	6531200
1.696666667	6492800
1.698333333	6454720
1.7	6416000
1.701666667	6377280
1.703333333	6337280
1.705	6296960
1.706666667	6255360
1.708333333	6214400
1.71	6171520
1.711666667	6130240
1.713333333	6090880
1.715	6051200
1.716666667	6012160
1.718333333	5973440
1.72	5935680
1.721666667	5897600
1.723333333	5861120
1.725	5825600
1.726666667	5789440
1.728333333	5752960
1.73	5716800
1.731666667	5681600
1.733333333	5646720
1.735	5609600
1.736666667	5571200
1.738333333	5533120
1.74	5495040
1.741666667	5459200
1.743333333	5422720
1.745	5385600
1.746666667	5351040
1.748333333	5317440
1.75	5282240
1.751666667	5246400
1.753333333	5208640
1.755	5171520
1.756666667	5136000
1.758333333	5098880
1.76	5064000
1.761666667	5032000
1.763333333	5000320
1.765	4970880
1.766666667	4940160
1.768333333	4911040
1.77	4880960
1.771666667	4851520
1.773333333	4821440
1.775	4792640
1.776666667	4761600
1.778333333	4731200
1.78	4699520
1.781666667	4667200
1.783333333	4637120
1.785	4605440
1.786666667	4574400
1.788333333	4545280
1.79	4514560
1.791666667	4482880
1.793333333	4451520
1.795	4422080
1.796666667	4393920
1.798333333	4366080
1.8	4337920
1.801666667	4313280
1.803333333	4288000
1.805	4261760
1.806666667	4234880
1.808333333	4207680
1.81	4180480
1.811666667	4152000
1.813333333	4123200
1.815	4095040
1.816666667	4067840
1.818333333	4043520
1.82	4018880
1.821666667	3994560
1.823333333	3970880
1.825	3944640
1.826666667	3920320
1.828333333	3895360
1.83	3871680
1.831666667	3847680
1.833333333	3824320
1.835	3800000
1.836666667	3777600
1.838333333	3753920
1.84	3730880
1.841666667	3708480
1.843333333	3685120
1.845	3662400
1.846666667	3640320
1.848333333	3618240
1.85	3595200
1.851666667	3572160
1.853333333	3550080
1.855	3528320
1.856666667	3505920
1.858333333	3484480
1.86	3461440
1.861666667	3440000
1.863333333	3417280
1.865	3396160
1.866666667	3376960
1.868333333	3358080
1.87	3341120
1.871666667	3329280
1.873333333	3328960
1.875	3341440
1.876666667	3364160
1.878333333	3393280
1.88	3425600
1.881666667	3457280
1.883333333	3485440
1.885	3505920
1.886666667	3517120
1.888333333	3518080
1.89	3508800
1.891666667	3491840
1.893333333	3465920
1.895	3435840
1.896666667	3400320
1.898333333	3361280
1.9	3321280
1.901666667	3281280
1.903333333	3239040
1.905	3195550
1.906666667	3141960
1.908333333	3097870
1.91	3055480
1.911666667	3015700
1.913333333	2979010
1.915	2948270
1.916666667	2920260
1.918333333	2893770
1.92	2869080
1.921666667	2845460
1.923333333	2822340
1.925	2800060
1.926666667	2777800
1.928333333	2756100
1.93	2734740
1.931666667	2714710
1.933333333	2695130
1.935	2677220
1.936666667	2659840
1.938333333	2641960
1.94	2622390
1.941666667	2604320
1.943333333	2588560
1.945	2572420
1.946666667	2557280
1.948333333	2542410
1.95	2527060
1.951666667	2511730
1.953333333	2497530
1.955	2482900
1.956666667	2468450
1.958333333	2455180
1.96	2440870
1.961666667	2425970
1.963333333	2410880
1.965	2396810
1.966666667	2381480
1.968333333	2366520
1.97	2350780
1.971666667	2334900
1.973333333	2319520
1.975	2303940
1.976666667	2288830
1.978333333	2274670
1.98	2259860
1.981666667	2245780
1.983333333	2232650
1.985	2220260
1.986666667	2207990
1.988333333	2195120
1.99	2182110
1.991666667	2169010
1.993333333	2155530
1.995	2140930
1.996666667	2125360
1.998333333	2110350
2	2095520
2.001666667	2081740
2.003333333	2068020
2.005	2056030
2.006666667	2046160
2.008333333	2035510
2.01	2024800
2.011666667	2014090
2.013333333	2002560
2.015	1990620
2.016666667	1978470
2.018333333	1966760
2.02	1955630
2.021666667	1945320
2.023333333	1934870
2.025	1925440
2.026666667	1916310
2.028333333	1907470
2.03	1899370
2.031666667	1891560
2.033333333	1883220
2.035	1874370
2.036666667	1866860
2.038333333	1858510
2.04	1851240
2.041666667	1843840
2.043333333	1836660
2.045	1829130
2.046666667	1820520
2.048333333	1810310
2.05	1799520
2.051666667	1788230
2.053333333	1777270
2.055	1767110
2.056666667	1757890
2.058333333	1749250
2.06	1741730
2.061666667	1733640
2.063333333	1726190
2.065	1718460
2.066666667	1711750
2.068333333	1705010
2.07	1699260
2.071666667	1693140
2.073333333	1687180
2.075	1680290
2.076666667	1672740
2.078333333	1665190
2.08	1657520
2.081666667	1649720
2.083333333	1642070
2.085	1635630
2.086666667	1629690
2.088333333	1623360
2.09	1616360
2.091666667	1609470
2.093333333	1602560
2.095	1596100
2.096666667	1589620
2.098333333	1582560
2.1	1575080
2.101666667	1567460
2.103333333	1560000
2.105	1551890
2.106666667	1544340
2.108333333	1536910
2.11	1530040
2.111666667	1523130
2.113333333	1516880
2.115	1510730
2.116666667	1504350
2.118333333	1499010
2.12	1493160
2.121666667	1488230
2.123333333	1482840
2.125	1477900
2.126666667	1472340
2.128333333	1466900
2.13	1461010
2.131666667	1455930
2.133333333	1450990
2.135	1446280
2.136666667	1440280
2.138333333	1434140
2.14	1428000
2.141666667	1421560
2.143333333	1414910
2.145	1408610
2.146666667	1402620
2.148333333	1396780
2.15	1391890
2.151666667	1386440
2.153333333	1381960
2.155	1376970
2.156666667	1373040
2.158333333	1368660
2.16	1363940
2.161666667	1359220
2.163333333	1354600
2.165	1349800
2.166666667	1345590
2.168333333	1341080
2.17	1335900
2.171666667	1330540
2.173333333	1325240
2.175	1319920
2.176666667	1315970
2.178333333	1311250
2.18	1306310
2.181666667	1301440
2.183333333	1296540
2.185	1291490
2.186666667	1287760
2.188333333	1283520
2.19	1279740
2.191666667	1275480
2.193333333	1270590
2.195	1266380
2.196666667	1261260
2.198333333	1257590
2.2	1253530
2.201666667	1249200
2.203333333	1243870
2.205	1237920
2.206666667	1233010
2.208333333	1228570
2.21	1224580
2.211666667	1220580
2.213333333	1217390
2.215	1213620
2.216666667	1209160
2.218333333	1205040
2.22	1200790
2.221666667	1197510
2.223333333	1194140
2.225	1190090
2.226666667	1186120
2.228333333	1181930
2.23	1178100
2.231666667	1173740
2.233333333	1169690
2.235	1165740
2.236666667	1162530
2.238333333	1159200
2.24	1156300
2.241666667	1153710
2.243333333	1150840
2.245	1148610
2.246666667	1145500
2.248333333	1142160
2.25	1138880
2.251666667	1135810
2.253333333	1132980
2.255	1130410
2.256666667	1127590
2.258333333	1125010
2.26	1122480
2.261666667	1119720
2.263333333	1116750
2.265	1113720
2.266666667	1111520
2.268333333	1109010
2.27	1106340
2.271666667	1103550
2.273333333	1101840
2.275	1100030
2.276666667	1097710
2.278333333	1095110
2.28	1092560
2.281666667	1090430
2.283333333	1087990
2.285	1085950
2.286666667	1084320
2.288333333	1081910
2.29	1078850
2.291666667	1076390
2.293333333	1073430
2.295	1069980
2.296666667	1067220
2.298333333	1064150
2.3	1061240
2.301666667	1058450
2.303333333	1055910
2.305	1053090
2.306666667	1051400
2.308333333	1049620
2.31	1048290
2.311666667	1046250
2.313333333	1044340
2.315	1042840
2.316666667	1041050
2.318333333	1039080
2.32	1037150
2.321666667	1035240
2.323333333	1033210
2.325	1031750
2.326666667	1030200
2.328333333	1028290
2.33	1026850
2.331666667	1024660
2.333333333	1022470
2.335	1019450
2.336666667	1017150
2.338333333	1014440
2.34	1011960
2.341666667	1008840
2.343333333	1006480
2.345	1003910
2.346666667	1001900
2.348333333	1000640
2.35	999460
2.351666667	998310
2.353333333	996390
2.355	994300
2.356666667	992850
2.358333333	991610
2.36	989930
2.361666667	987860
2.363333333	986570
2.365	984440
2.366666667	982530
2.368333333	980800
2.37	979110
2.371666667	977630
2.373333333	975800
2.375	974560
2.376666667	972980
2.378333333	971880
2.38	969420
2.381666667	968250
2.383333333	966450
2.385	965320
2.386666667	963830
2.388333333	962110
2.39	960060
2.391666667	958550
2.393333333	956940
2.395	956290
2.396666667	954330
2.398333333	952840
2.4	952060
2.401666667	950850
2.403333333	949520
2.405	948510
2.406666667	947700
2.408333333	946460
2.41	945420
2.411666667	944540
2.413333333	943320
2.415	942730
2.416666667	942220
2.418333333	941810
2.42	941190
2.421666667	939670
2.423333333	938210
2.425	936880
2.426666667	935510
2.428333333	933750
2.43	932880
2.431666667	931520
2.433333333	930350
2.435	928980
2.436666667	927670
2.438333333	927300
2.44	926780
2.441666667	925560
2.443333333	924170
2.445	923430
2.446666667	921560
2.448333333	920150
2.45	918200
2.451666667	916630
2.453333333	915250
2.455	914320
2.456666667	913340
2.458333333	912600
2.46	911210
2.461666667	910030
2.463333333	909020
2.465	908420
2.466666667	907580
2.468333333	907070
2.47	906210
2.471666667	904830
2.473333333	903160
2.475	901890
2.476666667	899610
2.478333333	898350
2.48	897160
2.481666667	896800
2.483333333	896450
2.485	895540
2.486666667	895400
2.488333333	895540
2.49	894960
2.491666667	893800
2.493333333	892650
2.495	891380
2.496666667	890140
2.498333333	889060
2.5	888220
2.501666667	887420
2.503333333	886450
2.505	886220
2.506666667	885580
2.508333333	885270
2.51	884770
2.511666667	884020
2.513333333	883460
2.515	882460
2.516666667	881390
2.518333333	880130
2.52	878770
2.521666667	877060
2.523333333	876400
2.525	875580
2.526666667	874730
2.528333333	873820
2.53	872810
2.531666667	871900
2.533333333	870740
2.535	870170
2.536666667	869410
2.538333333	868400
2.54	868150
2.541666667	867350
2.543333333	866390
2.545	865520
2.546666667	865050
2.548333333	864170
2.55	863540
2.551666667	863180
2.553333333	862700
2.555	861940
2.556666667	861380
2.558333333	860720
2.56	859260
2.561666667	857790
2.563333333	856730
2.565	855780
2.566666667	855480
2.568333333	854620
2.57	853910
2.571666667	852800
2.573333333	851870
2.575	850520
2.576666667	849450
2.578333333	847980
2.58	847030
2.581666667	845750
2.583333333	845270
2.585	844620
2.586666667	843990
2.588333333	843430
2.59	842640
2.591666667	841850
2.593333333	840580
2.595	839970
2.596666667	839040
2.598333333	838170
2.6	837740
2.601666667	836730
2.603333333	836150
2.605	835280
2.606666667	834770
2.608333333	834590
2.61	833890
2.611666667	833320
2.613333333	832370
2.615	832510
2.616666667	832310
2.618333333	831820
2.62	831330
2.621666667	830540
2.623333333	829620
2.625	828560
2.626666667	827360
2.628333333	826400
2.63	825670
2.631666667	824880
2.633333333	823990
2.635	823150
2.636666667	822760
2.638333333	822280
2.64	821300
2.641666667	820920
2.643333333	819290
2.645	818440
2.646666667	817920
2.648333333	817530
2.65	816940
