CHROMATOGRAM	
MixtureinEtOH.raw	
Time	Intensity
2.138333333	1178770
2.14	1176330
2.141666667	1174330
2.143333333	1171850
2.145	1170070
2.146666667	1168000
2.148333333	1164650
2.15	1162270
2.151666667	1159190
2.153333333	1156140
2.155	1153680
2.156666667	1150450
2.158333333	1147380
2.16	1144190
2.161666667	1140370
2.163333333	1136950
2.165	1133710
2.166666667	1129680
2.168333333	1126990
2.17	1124690
2.171666667	1121750
2.173333333	1118680
2.175	1116470
2.176666667	1112970
2.178333333	1110340
2.18	1106650
2.181666667	1102560
2.183333333	1100750
2.185	1098170
2.186666667	1095110
2.188333333	1092850
2.19	1089830
2.191666667	1086620
2.193333333	1083340
2.195	1080890
2.196666667	1078130
2.198333333	1076230
2.2	1073930
2.201666667	1072640
2.203333333	1071030
2.205	1068940
2.206666667	1066700
2.208333333	1064360
2.21	1063180
2.211666667	1060630
2.213333333	1058570
2.215	1056100
2.216666667	1053860
2.218333333	1051230
2.22	1048920
2.221666667	1046010
2.223333333	1042820
2.225	1039620
2.226666667	1034920
2.228333333	1032040
2.23	1028640
2.231666667	1026730
2.233333333	1024200
2.235	1022280
2.236666667	1020230
2.238333333	1018130
2.24	1015450
2.241666667	1012820
2.243333333	1009740
2.245	1007070
2.246666667	1005600
2.248333333	1003860
2.25	1002100
2.251666667	1000060
2.253333333	997370
2.255	994290
2.256666667	990590
2.258333333	988200
2.26	985810
2.261666667	984110
2.263333333	982350
2.265	980750
2.266666667	979430
2.268333333	978020
2.27	976080
2.271666667	974670
2.273333333	972830
2.275	971130
2.276666667	969540
2.278333333	967600
2.28	966510
2.281666667	964570
2.283333333	963420
2.285	961920
2.286666667	959720
2.288333333	958530
2.29	957240
2.291666667	955820
2.293333333	955070
2.295	953620
2.296666667	951850
2.298333333	950270
2.3	948790
2.301666667	947220
2.303333333	945850
2.305	944900
2.306666667	943910
2.308333333	941510
2.31	939330
2.311666667	936770
2.313333333	934660
2.315	932700
2.316666667	929870
2.318333333	928690
2.32	926920
2.321666667	924830
2.323333333	923230
2.325	921670
2.326666667	919920
2.328333333	918450
2.33	917040
2.331666667	915410
2.333333333	914100
2.335	912540
2.336666667	911200
2.338333333	909860
2.34	908590
2.341666667	907350
2.343333333	906080
2.345	905140
2.346666667	904450
2.348333333	902670
2.35	900490
2.351666667	899380
2.353333333	897650
2.355	896470
2.356666667	896120
2.358333333	895680
2.36	895160
2.361666667	893970
2.363333333	893070
2.365	891960
2.366666667	891010
2.368333333	889980
2.37	889130
2.371666667	886440
2.373333333	886620
2.375	885390
2.376666667	884250
2.378333333	882850
2.38	881730
2.381666667	879950
2.383333333	878310
2.385	876590
2.386666667	874780
2.388333333	873750
2.39	872190
2.391666667	870890
2.393333333	869420
2.395	867500
2.396666667	866230
2.398333333	864890
2.4	864420
2.401666667	863760
2.403333333	863600
2.405	862490
2.406666667	861960
2.408333333	860770
2.41	859960
2.411666667	858670
2.413333333	857650
2.415	856890
2.416666667	856460
2.418333333	855910
2.42	854730
2.421666667	853600
2.423333333	852640
2.425	851910
2.426666667	851810
2.428333333	851230
2.43	850630
2.431666667	849850
2.433333333	849550
2.435	848990
2.436666667	848170
2.438333333	848000
2.44	847450
2.441666667	846910
2.443333333	845970
2.445	845340
2.446666667	844300
2.448333333	842990
2.45	842020
2.451666667	840960
2.453333333	839870
2.455	838820
2.456666667	838170
2.458333333	838110
2.46	837730
2.461666667	836240
2.463333333	834860
2.465	834090
2.466666667	833200
2.468333333	832340
2.47	831500
2.471666667	830900
2.473333333	830020
2.475	829140
2.476666667	827920
2.478333333	826600
2.48	825350
2.481666667	824990
2.483333333	824770
2.485	824670
2.486666667	825220
2.488333333	824890
2.49	824480
2.491666667	825080
2.493333333	825080
2.495	825550
2.496666667	825040
2.498333333	824740
2.5	825160
2.501666667	824400
2.503333333	823540
2.505	822630
2.506666667	822430
2.508333333	822060
2.51	822290
2.511666667	822300
2.513333333	821330
2.515	820620
2.516666667	819370
2.518333333	818510
2.52	817270
2.521666667	816930
2.523333333	816820
2.525	815580
2.526666667	815470
2.528333333	815160
2.53	815020
2.531666667	814740
2.533333333	815120
2.535	814650
2.536666667	813980
2.538333333	812960
2.54	812190
2.541666667	811010
2.543333333	809680
2.545	808870
2.546666667	808040
2.548333333	807930
2.55	807060
2.551666667	807380
2.553333333	807290
2.555	807220
2.556666667	807450
2.558333333	806460
2.56	805780
2.561666667	805090
2.563333333	804410
2.565	804040
2.566666667	803910
2.568333333	802850
2.57	801760
2.571666667	800160
2.573333333	799090
2.575	798440
2.576666667	797490
2.578333333	797130
2.58	796070
2.581666667	795810
2.583333333	794840
2.585	794310
2.586666667	793320
2.588333333	793090
2.59	792520
2.591666667	792080
2.593333333	791580
2.595	790410
2.596666667	790640
2.598333333	790340
2.6	790190
2.601666667	790250
2.603333333	789640
2.605	788520
2.606666667	787950
2.608333333	787240
2.61	786050
2.611666667	784620
2.613333333	783490
2.615	783050
2.616666667	782580
2.618333333	781750
2.62	781480
2.621666667	780310
2.623333333	779920
2.625	779660
2.626666667	779090
2.628333333	778450
2.63	777750
2.631666667	776870
2.633333333	775660
2.635	774620
2.636666667	774190
2.638333333	774040
2.64	774170
